Marque;Modèle dossier;Modèle UTAC;Désignation commerciale;CNIT;Type Variante Version (TVV);Carburant;Hybride;Puissance administrative;Puissance maximale (kW);Boîte de vitesse;Consommation urbaine (l/100km);Consommation extra-urbaine (l/100km);Consommation mixte (l/100km);CO2 (g/km);CO type I (g/km);HC (g/km);NOX (g/km);HC+NOX (g/km);Particules (g/km);masse vide euro min (kg);masse vide euro max (kg);Champ V9;Date de mise à jour;Carrosserie;gamme
MERCEDES-BENZ;CLASSE C;C 180;C 180 BERLINE BVM6;M10MCDVPX566203;204H031P0JZAAA501;ES;non;8;115;M 6;7.8;4.8;5.9;138;0.127;0.064;0.031;;0;1470;1470;715/2007*630/2012EURO6;juin-13;BERLINE;SUPERIEURE
MERCEDES-BENZ;CLASSE C;C 180;C 180 BERLINE BVM6;M10MCDVPR067021;204H031P0JZAAA502;ES;non;9;115;M 6;7.9;4.9;6;141;0.127;0.064;0.031;;0;1470;1470;715/2007*459/2012EURO6;juin-13;BERLINE;SUPERIEURE
MERCEDES-BENZ;CLASSE C;C 180;C 180 BERLINE BVM6;M10MCDVPX567204;204H031P0JZAAA502;ES;non;9;115;M 6;7.9;4.9;6;141;0.127;0.064;0.031;;0;1470;1470;715/2007*630/2012EURO6;juin-13;BERLINE;SUPERIEURE
MERCEDES-BENZ;CLASSE C;C 180;C 180 BERLINE BVM6;M10MCDVPR068022;204H031P0JZAAA503;ES;non;9;115;M 6;7.9;5;6.1;142;0.127;0.064;0.031;;0;1470;1470;715/2007*459/2012EURO6;juin-13;BERLINE;SUPERIEURE
MERCEDES-BENZ;CLASSE C;C 180;C 180 BERLINE BVM6;M10MCDVPX568205;204H031P0JZAAA503;ES;non;9;115;M 6;7.9;5;6.1;142;0.127;0.064;0.031;;0;1470;1470;715/2007*630/2012EURO6;juin-13;BERLINE;SUPERIEURE
MERCEDES-BENZ;CLASSE C;C 180;C 180 BERLINE BVM6;M10MCDVPR069023;204H031P0JZAAA514;ES;non;9;115;M 6;8.1;5.4;6.4;149;0.127;0.064;0.031;;0;1470;1470;715/2007*459/2012EURO6;juin-13;BERLINE;SUPERIEURE
MERCEDES-BENZ;CLASSE C;C 180;C 180 BERLINE BVM6;M10MCDVPX569206;204H031P0JZAAA514;ES;non;9;115;M 6;8.1;5.4;6.4;149;0.127;0.064;0.031;;0;1470;1470;715/2007*630/2012EURO6;juin-13;BERLINE;SUPERIEURE
MERCEDES-BENZ;CLASSE C;C 180;C 180 BERLINE BVM6;M10MCDVPR06A024;204H031P0JZAAA523;ES;non;9;115;M 6;7.9;5;6.1;142;0.127;0.064;0.031;;0;1470;1470;715/2007*459/2012EURO6;juin-13;BERLINE;SUPERIEURE
MERCEDES-BENZ;CLASSE C;C 180;C 180 BERLINE BVM6;M10MCDVPX56A207;204H031P0JZAAA523;ES;non;9;115;M 6;7.9;5;6.1;142;0.127;0.064;0.031;;0;1470;1470;715/2007*630/2012EURO6;juin-13;BERLINE;SUPERIEURE
MERCEDES-BENZ;CLASSE C;C 180;C 180 BERLINE BVM6;M10MCDVPR06B025;204H031P0JZAAA534;ES;non;9;115;M 6;8.1;5.4;6.4;149;0.127;0.064;0.031;;0;1470;1470;715/2007*459/2012EURO6;juin-13;BERLINE;SUPERIEURE
MERCEDES-BENZ;CLASSE C;C 180;C 180 BERLINE BVM6;M10MCDVPX56B208;204H031P0JZAAA534;ES;non;9;115;M 6;8.1;5.4;6.4;149;0.127;0.064;0.031;;0;1470;1470;715/2007*630/2012EURO6;juin-13;BERLINE;SUPERIEURE
MERCEDES-BENZ;CLASSE C;C 180;C 180 BERLINE BVM6;M10MCDVPR06C026;204H031P0JZAAA543;ES;non;9;115;M 6;7.9;5;6.1;142;0.127;0.064;0.031;;0;1470;1470;715/2007*459/2012EURO6;juin-13;BERLINE;SUPERIEURE
MERCEDES-BENZ;CLASSE C;C 180;C 180 BERLINE BVM6;M10MCDVPX56C209;204H031P0JZAAA543;ES;non;9;115;M 6;7.9;5;6.1;142;0.127;0.064;0.031;;0;1470;1470;715/2007*630/2012EURO6;juin-13;BERLINE;SUPERIEURE
MERCEDES-BENZ;CLASSE C;C 180;C 180 BERLINE BVM6;M10MCDVPR06D027;204H031P0JZAAA553;ES;non;9;115;M 6;7.9;5;6.1;142;0.127;0.064;0.031;;0;1470;1470;715/2007*459/2012EURO6;juin-13;BERLINE;SUPERIEURE
MERCEDES-BENZ;CLASSE C;C 180;C 180 BERLINE BVM6;M10MCDVPX56D210;204H031P0JZAAA553;ES;non;9;115;M 6;7.9;5;6.1;142;0.127;0.064;0.031;;0;1470;1470;715/2007*630/2012EURO6;juin-13;BERLINE;SUPERIEURE
MERCEDES-BENZ;CLASSE C;C 180;C 180 BERLINE BVM6;M10MCDVPR06E028;204H031P0JZAAA574;ES;non;9;115;M 6;8.1;5.4;6.4;149;0.127;0.064;0.031;;0;1470;1470;715/2007*459/2012EURO6;juin-13;BERLINE;SUPERIEURE
MERCEDES-BENZ;CLASSE C;C 180;C 180 BERLINE BVM6;M10MCDVPX56E211;204H031P0JZAAA574;ES;non;9;115;M 6;8.1;5.4;6.4;149;0.127;0.064;0.031;;0;1470;1470;715/2007*630/2012EURO6;juin-13;BERLINE;SUPERIEURE
MERCEDES-BENZ;CLASSE C;C 180;C 180 BERLINE BVM6;M10MCDVPR06F029;204H031P0JZAAA584;ES;non;9;115;M 6;8.1;5.4;6.4;149;0.127;0.064;0.031;;0;1470;1470;715/2007*459/2012EURO6;juin-13;BERLINE;SUPERIEURE
MERCEDES-BENZ;CLASSE C;C 180;C 180 BERLINE BVM6;M10MCDVPX56F212;204H031P0JZAAA584;ES;non;9;115;M 6;8.1;5.4;6.4;149;0.127;0.064;0.031;;0;1470;1470;715/2007*630/2012EURO6;juin-13;BERLINE;SUPERIEURE
MERCEDES-BENZ;CLASSE C;C 180;C 180 BERLINE BVM6;M10MCDVPR06G030;204H031P0JZAAB500;ES;non;8;115;M 6;7.7;4.7;5.8;136;0.127;0.064;0.031;;0;1470;1470;715/2007*459/2012EURO6;juin-13;BERLINE;SUPERIEURE
MERCEDES-BENZ;CLASSE C;C 180;C 180 BERLINE BVM6;M10MCDVPX56G213;204H031P0JZAAB500;ES;non;8;115;M 6;7.7;4.7;5.8;136;0.127;0.064;0.031;;0;1470;1470;715/2007*630/2012EURO6;juin-13;BERLINE;SUPERIEURE
MERCEDES-BENZ;CLASSE C;C 180;C 180 BERLINE BVM6;M10MCDVPR06H031;204H031P0JZAAB501;ES;non;8;115;M 6;7.8;4.8;5.9;138;0.127;0.064;0.031;;0;1470;1470;715/2007*459/2012EURO6;juin-13;BERLINE;SUPERIEURE
MERCEDES-BENZ;CLASSE C;C 180;C 180 BERLINE BVM6;M10MCDVPX56H214;204H031P0JZAAB501;ES;non;8;115;M 6;7.8;4.8;5.9;138;0.127;0.064;0.031;;0;1470;1470;715/2007*630/2012EURO6;juin-13;BERLINE;SUPERIEURE
MERCEDES-BENZ;CLASSE C;C 180;C 180 BERLINE BVM6;M10MCDVPR06J032;204H031P0JZAAB502;ES;non;9;115;M 6;7.9;4.9;6;141;0.127;0.064;0.031;;0;1470;1470;715/2007*459/2012EURO6;juin-13;BERLINE;SUPERIEURE
MERCEDES-BENZ;CLASSE C;C 180;C 180 BERLINE BVM6;M10MCDVPX56J215;204H031P0JZAAB502;ES;non;9;115;M 6;7.9;4.9;6;141;0.127;0.064;0.031;;0;1470;1470;715/2007*630/2012EURO6;juin-13;BERLINE;SUPERIEURE
MERCEDES-BENZ;CLASSE C;C 180;C 180 BERLINE BVM6;M10MCDVPR06J033;204H031P0JZAAB503;ES;non;9;115;M 6;7.9;5;6.1;142;0.127;0.064;0.031;;0;1470;1470;715/2007*459/2012EURO6;juin-13;BERLINE;SUPERIEURE
MERCEDES-BENZ;CLASSE C;C 180;C 180 BERLINE BVM6;M10MCDVPX56J216;204H031P0JZAAB503;ES;non;9;115;M 6;7.9;5;6.1;142;0.127;0.064;0.031;;0;1470;1470;715/2007*630/2012EURO6;juin-13;BERLINE;SUPERIEURE
MERCEDES-BENZ;CLASSE C;C 180;C 180 BERLINE BVM6;M10MCDVPR06K034;204H031P0JZAAB514;ES;non;9;115;M 6;8.1;5.4;6.4;149;0.127;0.064;0.031;;0;1470;1470;715/2007*459/2012EURO6;juin-13;BERLINE;SUPERIEURE
MERCEDES-BENZ;CLASSE C;C 180;C 180 BERLINE BVM6;M10MCDVPX56K217;204H031P0JZAAB514;ES;non;9;115;M 6;8.1;5.4;6.4;149;0.127;0.064;0.031;;0;1470;1470;715/2007*630/2012EURO6;juin-13;BERLINE;SUPERIEURE
MERCEDES-BENZ;CLASSE C;C 180;C 180 BERLINE BVM6;M10MCDVPR06L035;204H031P0JZAAB523;ES;non;9;115;M 6;7.9;5;6.1;142;0.127;0.064;0.031;;0;1470;1470;715/2007*459/2012EURO6;juin-13;BERLINE;SUPERIEURE
MERCEDES-BENZ;CLASSE C;C 180;C 180 BERLINE BVM6;M10MCDVPX56L218;204H031P0JZAAB523;ES;non;9;115;M 6;7.9;5;6.1;142;0.127;0.064;0.031;;0;1470;1470;715/2007*630/2012EURO6;juin-13;BERLINE;SUPERIEURE
MERCEDES-BENZ;CLASSE C;C 180;C 180 BERLINE BVM6;M10MCDVPR06M036;204H031P0JZAAB534;ES;non;9;115;M 6;8.1;5.4;6.4;149;0.127;0.064;0.031;;0;1470;1470;715/2007*459/2012EURO6;juin-13;BERLINE;SUPERIEURE
MERCEDES-BENZ;CLASSE C;C 180;C 180 BERLINE BVM6;M10MCDVPX56M219;204H031P0JZAAB534;ES;non;9;115;M 6;8.1;5.4;6.4;149;0.127;0.064;0.031;;0;1470;1470;715/2007*630/2012EURO6;juin-13;BERLINE;SUPERIEURE
MERCEDES-BENZ;CLASSE C;C 180;C 180 BERLINE BVM6;M10MCDVPR06N037;204H031P0JZAAB543;ES;non;9;115;M 6;7.9;5;6.1;142;0.127;0.064;0.031;;0;1470;1470;715/2007*459/2012EURO6;juin-13;BERLINE;SUPERIEURE
MERCEDES-BENZ;CLASSE C;C 180;C 180 BERLINE BVM6;M10MCDVPX56N220;204H031P0JZAAB543;ES;non;9;115;M 6;7.9;5;6.1;142;0.127;0.064;0.031;;0;1470;1470;715/2007*630/2012EURO6;juin-13;BERLINE;SUPERIEURE
MERCEDES-BENZ;CLASSE C;C 180;C 180 BERLINE BVM6;M10MCDVPR06P038;204H031P0JZAAB553;ES;non;9;115;M 6;7.9;5;6.1;142;0.127;0.064;0.031;;0;1470;1470;715/2007*459/2012EURO6;juin-13;BERLINE;SUPERIEURE
MERCEDES-BENZ;CLASSE C;C 180;C 180 BERLINE BVM6;M10MCDVPX56P221;204H031P0JZAAB553;ES;non;9;115;M 6;7.9;5;6.1;142;0.127;0.064;0.031;;0;1470;1470;715/2007*630/2012EURO6;juin-13;BERLINE;SUPERIEURE
MERCEDES-BENZ;CLASSE C;C 180;C 180 BERLINE BVM6;M10MCDVPR06P039;204H031P0JZAAB574;ES;non;9;115;M 6;8.1;5.4;6.4;149;0.127;0.064;0.031;;0;1470;1470;715/2007*459/2012EURO6;juin-13;BERLINE;SUPERIEURE
MERCEDES-BENZ;CLASSE C;C 180;C 180 BERLINE BVM6;M10MCDVPX56P222;204H031P0JZAAB574;ES;non;9;115;M 6;8.1;5.4;6.4;149;0.127;0.064;0.031;;0;1470;1470;715/2007*630/2012EURO6;juin-13;BERLINE;SUPERIEURE
MERCEDES-BENZ;CLASSE C;C 180;C 180 BERLINE BVM6;M10MCDVPR06R040;204H031P0JZAAB584;ES;non;9;115;M 6;8.1;5.4;6.4;149;0.127;0.064;0.031;;0;1470;1470;715/2007*459/2012EURO6;juin-13;BERLINE;SUPERIEURE
MERCEDES-BENZ;CLASSE C;C 180;C 180 BERLINE BVM6;M10MCDVPX56R223;204H031P0JZAAB584;ES;non;9;115;M 6;8.1;5.4;6.4;149;0.127;0.064;0.031;;0;1470;1470;715/2007*630/2012EURO6;juin-13;BERLINE;SUPERIEURE
MERCEDES-BENZ;CLASSE C;C 180;C 180 BERLINE BVA7;M10MCDVPR06R041;204H031P0NZABA500;ES;non;8;115;A 7;7.7;4.8;5.8;136;0.151;0.051;0.019;;0;1485;1485;715/2007*459/2012EURO6;juin-13;BERLINE;SUPERIEURE
MERCEDES-BENZ;CLASSE C;C 180;C 180 BERLINE BVA7;M10MCDVPX56R224;204H031P0NZABA500;ES;non;8;115;A 7;7.7;4.8;5.8;136;0.175;0.036;0.019;;0;1485;1485;715/2007*630/2012EURO6;juin-13;BERLINE;SUPERIEURE
MERCEDES-BENZ;CLASSE C;C 180;C 180 BERLINE BVA7;M10MCDVPR06S042;204H031P0NZABA501;ES;non;8;115;A 7;7.7;4.9;5.9;138;0.151;0.051;0.019;;0;1485;1485;715/2007*459/2012EURO6;juin-13;BERLINE;SUPERIEURE
MERCEDES-BENZ;CLASSE C;C 180;C 180 BERLINE BVA7;M10MCDVPX56S225;204H031P0NZABA501;ES;non;8;115;A 7;7.7;4.9;5.9;138;0.175;0.036;0.019;;0;1485;1485;715/2007*630/2012EURO6;juin-13;BERLINE;SUPERIEURE
MERCEDES-BENZ;CLASSE C;C 180;C 180 BERLINE BVA7;M10MCDVPR06T043;204H031P0NZABA502;ES;non;9;115;A 7;7.8;5;6;140;0.151;0.051;0.019;;0;1485;1485;715/2007*459/2012EURO6;juin-13;BERLINE;SUPERIEURE
MERCEDES-BENZ;CLASSE C;C 180;C 180 BERLINE BVA7;M10MCDVPX56T226;204H031P0NZABA502;ES;non;9;115;A 7;7.8;5;6;140;0.175;0.036;0.019;;0;1485;1485;715/2007*630/2012EURO6;juin-13;BERLINE;SUPERIEURE
MERCEDES-BENZ;CLASSE C;C 180;C 180 BERLINE BVA7;M10MCDVPR06U044;204H031P0NZABA503;ES;non;9;115;A 7;7.9;5.1;6.1;142;0.151;0.051;0.019;;0;1485;1485;715/2007*459/2012EURO6;juin-13;BERLINE;SUPERIEURE
MERCEDES-BENZ;CLASSE C;C 180;C 180 BERLINE BVA7;M10MCDVPX56U227;204H031P0NZABA503;ES;non;9;115;A 7;7.9;5.1;6.1;142;0.175;0.036;0.019;;0;1485;1485;715/2007*630/2012EURO6;juin-13;BERLINE;SUPERIEURE
MERCEDES-BENZ;CLASSE C;C 180;C 180 BERLINE BVA7;M10MCDVPR06V045;204H031P0NZABA514;ES;non;9;115;A 7;8;5.3;6.3;147;0.151;0.051;0.019;;0;1485;1485;715/2007*459/2012EURO6;juin-13;BERLINE;SUPERIEURE
MERCEDES-BENZ;CLASSE C;C 180;C 180 BERLINE BVA7;M10MCDVPX56V228;204H031P0NZABA514;ES;non;9;115;A 7;8;5.3;6.3;147;0.175;0.036;0.019;;0;1485;1485;715/2007*630/2012EURO6;juin-13;BERLINE;SUPERIEURE
MERCEDES-BENZ;CLASSE C;C 180;C 180 BERLINE BVA7;M10MCDVPR06W046;204H031P0NZABA523;ES;non;9;115;A 7;7.9;5.1;6.1;142;0.151;0.051;0.019;;0;1485;1485;715/2007*459/2012EURO6;juin-13;BERLINE;SUPERIEURE
MERCEDES-BENZ;CLASSE C;C 180;C 180 BERLINE BVA7;M10MCDVPX56W229;204H031P0NZABA523;ES;non;9;115;A 7;7.9;5.1;6.1;142;0.175;0.036;0.019;;0;1485;1485;715/2007*630/2012EURO6;juin-13;BERLINE;SUPERIEURE
MERCEDES-BENZ;CLASSE C;C 180;C 180 BERLINE BVA7;M10MCDVPR06X047;204H031P0NZABA534;ES;non;9;115;A 7;8;5.3;6.3;147;0.151;0.051;0.019;;0;1485;1485;715/2007*459/2012EURO6;juin-13;BERLINE;SUPERIEURE
MERCEDES-BENZ;CLASSE C;C 180;C 180 BERLINE BVA7;M10MCDVPX56X230;204H031P0NZABA534;ES;non;9;115;A 7;8;5.3;6.3;147;0.175;0.036;0.019;;0;1485;1485;715/2007*630/2012EURO6;juin-13;BERLINE;SUPERIEURE
MERCEDES-BENZ;CLASSE C;C 180;C 180 BERLINE BVA7;M10MCDVPR06Y048;204H031P0NZABA543;ES;non;9;115;A 7;7.9;5.1;6.1;142;0.151;0.051;0.019;;0;1485;1485;715/2007*459/2012EURO6;juin-13;BERLINE;SUPERIEURE
MERCEDES-BENZ;CLASSE C;C 180;C 180 BERLINE BVA7;M10MCDVPX56Y231;204H031P0NZABA543;ES;non;9;115;A 7;7.9;5.1;6.1;142;0.175;0.036;0.019;;0;1485;1485;715/2007*630/2012EURO6;juin-13;BERLINE;SUPERIEURE
MERCEDES-BENZ;CLASSE C;C 180;C 180 BERLINE BVA7;M10MCDVPR06Z049;204H031P0NZABA553;ES;non;9;115;A 7;7.9;5.1;6.1;142;0.151;0.051;0.019;;0;1485;1485;715/2007*459/2012EURO6;juin-13;BERLINE;SUPERIEURE
MERCEDES-BENZ;CLASSE C;C 180;C 180 BERLINE BVA7;M10MCDVPX56Z232;204H031P0NZABA553;ES;non;9;115;A 7;7.9;5.1;6.1;142;0.175;0.036;0.019;;0;1485;1485;715/2007*630/2012EURO6;juin-13;BERLINE;SUPERIEURE
MERCEDES-BENZ;CLASSE C;C 180;C 180 BERLINE BVA7;M10MCDVPR060050;204H031P0NZABA574;ES;non;9;115;A 7;8;5.3;6.3;147;0.151;0.051;0.019;;0;1485;1485;715/2007*459/2012EURO6;juin-13;BERLINE;SUPERIEURE
MERCEDES-BENZ;CLASSE C;C 180;C 180 BERLINE BVA7;M10MCDVPX560233;204H031P0NZABA574;ES;non;9;115;A 7;8;5.3;6.3;147;0.175;0.036;0.019;;0;1485;1485;715/2007*630/2012EURO6;juin-13;BERLINE;SUPERIEURE
MERCEDES-BENZ;CLASSE C;C 180;C 180 BERLINE BVA7;M10MCDVPR061051;204H031P0NZABA584;ES;non;9;115;A 7;8;5.3;6.3;147;0.151;0.051;0.019;;0;1485;1485;715/2007*459/2012EURO6;juin-13;BERLINE;SUPERIEURE
MERCEDES-BENZ;CLASSE C;C 180;C 180 BERLINE BVA7;M10MCDVPX561234;204H031P0NZABA584;ES;non;9;115;A 7;8;5.3;6.3;147;0.175;0.036;0.019;;0;1485;1485;715/2007*630/2012EURO6;juin-13;BERLINE;SUPERIEURE
MERCEDES-BENZ;CLASSE C;C 180;C 180 BERLINE BVA7;M10MCDVPR062052;204H031P0NZABB500;ES;non;8;115;A 7;7.7;4.8;5.8;136;0.151;0.051;0.019;;0;1485;1485;715/2007*459/2012EURO6;juin-13;BERLINE;SUPERIEURE
MERCEDES-BENZ;CLASSE C;C 180;C 180 BERLINE BVA7;M10MCDVPX562235;204H031P0NZABB500;ES;non;8;115;A 7;7.7;4.8;5.8;136;0.175;0.036;0.019;;0;1485;1485;715/2007*630/2012EURO6;juin-13;BERLINE;SUPERIEURE
MERCEDES-BENZ;CLASSE C;C 180;C 180 BERLINE BVA7;M10MCDVPR063053;204H031P0NZABB501;ES;non;8;115;A 7;7.7;4.9;5.9;138;0.151;0.051;0.019;;0;1485;1485;715/2007*459/2012EURO6;juin-13;BERLINE;SUPERIEURE
MERCEDES-BENZ;CLASSE C;C 180;C 180 BERLINE BVA7;M10MCDVPX563236;204H031P0NZABB501;ES;non;8;115;A 7;7.7;4.9;5.9;138;0.175;0.036;0.019;;0;1485;1485;715/2007*630/2012EURO6;juin-13;BERLINE;SUPERIEURE
MERCEDES-BENZ;CLASSE C;C 180;C 180 BERLINE BVA7;M10MCDVPR064054;204H031P0NZABB502;ES;non;9;115;A 7;7.8;5;6;140;0.151;0.051;0.019;;0;1485;1485;715/2007*459/2012EURO6;juin-13;BERLINE;SUPERIEURE
MERCEDES-BENZ;CLASSE C;C 180;C 180 BERLINE BVA7;M10MCDVPX564237;204H031P0NZABB502;ES;non;9;115;A 7;7.8;5;6;140;0.175;0.036;0.019;;0;1485;1485;715/2007*630/2012EURO6;juin-13;BERLINE;SUPERIEURE
MERCEDES-BENZ;CLASSE C;C 180;C 180 BERLINE BVA7;M10MCDVPR065055;204H031P0NZABB503;ES;non;9;115;A 7;7.9;5.1;6.1;142;0.151;0.051;0.019;;0;1485;1485;715/2007*459/2012EURO6;juin-13;BERLINE;SUPERIEURE
MERCEDES-BENZ;CLASSE C;C 180;C 180 BERLINE BVA7;M10MCDVPX565238;204H031P0NZABB503;ES;non;9;115;A 7;7.9;5.1;6.1;142;0.175;0.036;0.019;;0;1485;1485;715/2007*630/2012EURO6;juin-13;BERLINE;SUPERIEURE
MERCEDES-BENZ;CLASSE C;C 180;C 180 BERLINE BVA7;M10MCDVPR066056;204H031P0NZABB514;ES;non;9;115;A 7;8;5.3;6.3;147;0.151;0.051;0.019;;0;1485;1485;715/2007*459/2012EURO6;juin-13;BERLINE;SUPERIEURE
MERCEDES-BENZ;CLASSE C;C 180;C 180 BERLINE BVA7;M10MCDVPX566239;204H031P0NZABB514;ES;non;9;115;A 7;8;5.3;6.3;147;0.175;0.036;0.019;;0;1485;1485;715/2007*630/2012EURO6;juin-13;BERLINE;SUPERIEURE
MERCEDES-BENZ;CLASSE C;C 180;C 180 BERLINE BVA7;M10MCDVPR067057;204H031P0NZABB523;ES;non;9;115;A 7;7.9;5.1;6.1;142;0.151;0.051;0.019;;0;1485;1485;715/2007*459/2012EURO6;juin-13;BERLINE;SUPERIEURE
MERCEDES-BENZ;CLASSE C;C 180;C 180 BERLINE BVA7;M10MCDVPX567240;204H031P0NZABB523;ES;non;9;115;A 7;7.9;5.1;6.1;142;0.175;0.036;0.019;;0;1485;1485;715/2007*630/2012EURO6;juin-13;BERLINE;SUPERIEURE
MERCEDES-BENZ;CLASSE C;C 180;C 180 BERLINE BVA7;M10MCDVPR068058;204H031P0NZABB534;ES;non;9;115;A 7;8;5.3;6.3;147;0.151;0.051;0.019;;0;1485;1485;715/2007*459/2012EURO6;juin-13;BERLINE;SUPERIEURE
MERCEDES-BENZ;CLASSE C;C 180;C 180 BERLINE BVA7;M10MCDVPX568241;204H031P0NZABB534;ES;non;9;115;A 7;8;5.3;6.3;147;0.175;0.036;0.019;;0;1485;1485;715/2007*630/2012EURO6;juin-13;BERLINE;SUPERIEURE
MERCEDES-BENZ;CLASSE C;C 180;C 180 BERLINE BVA7;M10MCDVPR069059;204H031P0NZABB543;ES;non;9;115;A 7;7.9;5.1;6.1;142;0.151;0.051;0.019;;0;1485;1485;715/2007*459/2012EURO6;juin-13;BERLINE;SUPERIEURE
MERCEDES-BENZ;CLASSE C;C 180;C 180 BERLINE BVA7;M10MCDVPX569242;204H031P0NZABB543;ES;non;9;115;A 7;7.9;5.1;6.1;142;0.175;0.036;0.019;;0;1485;1485;715/2007*630/2012EURO6;juin-13;BERLINE;SUPERIEURE
MERCEDES-BENZ;CLASSE C;C 180;C 180 BERLINE BVA7;M10MCDVPR06A060;204H031P0NZABB553;ES;non;9;115;A 7;7.9;5.1;6.1;142;0.151;0.051;0.019;;0;1485;1485;715/2007*459/2012EURO6;juin-13;BERLINE;SUPERIEURE
MERCEDES-BENZ;CLASSE C;C 180;C 180 BERLINE BVA7;M10MCDVPX56A243;204H031P0NZABB553;ES;non;9;115;A 7;7.9;5.1;6.1;142;0.175;0.036;0.019;;0;1485;1485;715/2007*630/2012EURO6;juin-13;BERLINE;SUPERIEURE
MERCEDES-BENZ;CLASSE C;C 180;C 180 BERLINE BVA7;M10MCDVPR06B061;204H031P0NZABB574;ES;non;9;115;A 7;8;5.3;6.3;147;0.151;0.051;0.019;;0;1485;1485;715/2007*459/2012EURO6;juin-13;BERLINE;SUPERIEURE
MERCEDES-BENZ;CLASSE C;C 180;C 180 BERLINE BVA7;M10MCDVPX56B244;204H031P0NZABB574;ES;non;9;115;A 7;8;5.3;6.3;147;0.175;0.036;0.019;;0;1485;1485;715/2007*630/2012EURO6;juin-13;BERLINE;SUPERIEURE
MERCEDES-BENZ;CLASSE C;C 180;C 180 BERLINE BVA7;M10MCDVPR06C062;204H031P0NZABB584;ES;non;9;115;A 7;8;5.3;6.3;147;0.151;0.051;0.019;;0;1485;1485;715/2007*459/2012EURO6;juin-13;BERLINE;SUPERIEURE
MERCEDES-BENZ;CLASSE C;C 180;C 180 BERLINE BVA7;M10MCDVPX56C245;204H031P0NZABB584;ES;non;9;115;A 7;8;5.3;6.3;147;0.175;0.036;0.019;;0;1485;1485;715/2007*630/2012EURO6;juin-13;BERLINE;SUPERIEURE
MERCEDES-BENZ;CLASSE C;C 180;C 180 CDI BERLINE BVM6 FAP;M10MCDVPJ801445;204H0S0M0KZAAA500;GO;non;6;88;M 6;5.9;4.1;4.8;125;0.268;;0.154;0.172;0;1565;1565;715/2007*566/2011EURO5;juin-13;BERLINE;SUPERIEURE
MERCEDES-BENZ;CLASSE C;C 180;C 180 CDI BERLINE BVM6 FAP;M10MCDVPX56G310;204H0S0M0KZAAA500;GO;non;6;88;M 6;5.9;4.1;4.8;125;0.268;;0.154;0.172;0;1565;1565;715/2007*630/2012EURO5;juin-13;BERLINE;SUPERIEURE
MERCEDES-BENZ;CLASSE C;C 180;C 180 CDI BERLINE BVM6 FAP;M10MCDVPJ802446;204H0S0M0KZAAA501;GO;non;6;88;M 6;6;4.2;4.9;127;0.268;;0.154;0.172;0;1565;1565;715/2007*566/2011EURO5;juin-13;BERLINE;SUPERIEURE
MERCEDES-BENZ;CLASSE C;C 180;C 180 CDI BERLINE BVM6 FAP;M10MCDVPX56H311;204H0S0M0KZAAA501;GO;non;6;88;M 6;6;4.2;4.9;127;0.268;;0.154;0.172;0;1565;1565;715/2007*630/2012EURO5;juin-13;BERLINE;SUPERIEURE
MERCEDES-BENZ;CLASSE C;C 180;C 180 CDI BERLINE BVM6 FAP;M10MCDVPJ803447;204H0S0M0KZAAA502;GO;non;6;88;M 6;6;4.3;5;130;0.268;;0.154;0.172;0;1565;1565;715/2007*566/2011EURO5;juin-13;BERLINE;SUPERIEURE
MERCEDES-BENZ;CLASSE C;C 180;C 180 CDI BERLINE BVM6 FAP;M10MCDVPX56J312;204H0S0M0KZAAA502;GO;non;6;88;M 6;6;4.3;5;130;0.268;;0.154;0.172;0;1565;1565;715/2007*630/2012EURO5;juin-13;BERLINE;SUPERIEURE
MERCEDES-BENZ;CLASSE C;C 180;C 180 CDI BERLINE BVM6 FAP;M10MCDVPJ804448;204H0S0M0KZAAA503;GO;non;6;88;M 6;6.1;4.4;5;131;0.268;;0.154;0.172;0;1565;1565;715/2007*566/2011EURO5;juin-13;BERLINE;SUPERIEURE
MERCEDES-BENZ;CLASSE C;C 180;C 180 CDI BERLINE BVM6 FAP;M10MCDVPX56J313;204H0S0M0KZAAA503;GO;non;6;88;M 6;6.1;4.4;5;131;0.268;;0.154;0.172;0;1565;1565;715/2007*630/2012EURO5;juin-13;BERLINE;SUPERIEURE
MERCEDES-BENZ;CLASSE C;C 180;C 180 CDI BERLINE BVM6 FAP;M10MCDVPJ805449;204H0S0M0KZAAA514;GO;non;7;88;M 6;6.3;4.7;5.3;139;0.268;;0.154;0.172;0;1565;1565;715/2007*566/2011EURO5;juin-13;BERLINE;SUPERIEURE
MERCEDES-BENZ;CLASSE C;C 180;C 180 CDI BERLINE BVM6 FAP;M10MCDVPX56K314;204H0S0M0KZAAA514;GO;non;7;88;M 6;6.3;4.7;5.3;139;0.268;;0.154;0.172;0;1565;1565;715/2007*630/2012EURO5;juin-13;BERLINE;SUPERIEURE
MERCEDES-BENZ;CLASSE C;C 180;C 180 CDI BERLINE BVM6 FAP;M10MCDVPJ806450;204H0S0M0KZAAA523;GO;non;6;88;M 6;6.1;4.4;5;131;0.268;;0.154;0.172;0;1565;1565;715/2007*566/2011EURO5;juin-13;BERLINE;SUPERIEURE
